valid_from,valid_to,ally_name,min_requested_amount,max_requested_amount,origination_mdf,cancellation_mdf,fraud_mdf,last_config,Same for clients?,Check,,MDF change,New Origination MDF,New Cancellation MDF,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,dreamstorecolombia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,almacenessaa-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,antigona-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,antigona-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,tenislasercaldas-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,anylady-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,anylady-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,latinshop-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,loubogota-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,tawaraartesanias-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,triivu-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,trend-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,tiendajonathanlugo-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,tiendajonathanlugo-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,almaceneslaestrella-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,sentimientopeluche-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,almacenandreapremium-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,accesoriosmariabendita-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lanavirgen-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,lanavirgen-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,deportextremocucuta-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,naturalvisionoptica-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,opticasturbovision-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,misticaboutique-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,imperioalmacen-online,$0,"$20,000,001.00",4.00%,2.00%,2.00%,01/11/2023,Yes,0,,No,4.00%,2.00%,,,,,,,,,,,,,,,
,,baykjeans-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,baykjeans-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,portodimoda-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bettasport-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,benedictabrand-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bigway-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,bigway-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,fantasystore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,kafittoficial-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,kafittoficial-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,keeo-ecommerce,$0,"$20,000,001.00",4.50%,2.25%,0.00%,07/31/2023,Yes,0,,No,4.50%,2.25%,,,,,,,,,,,,,,,
,,keeo-online,$0,"$20,000,001.00",4.50%,2.25%,0.00%,07/31/2023,Yes,0,,No,4.50%,2.25%,,,,,,,,,,,,,,,
,,lopticasv-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,pamotos-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,revelsport-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lazzioscentroalisados-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,aylskincare-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,salepereira-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,aracajuspa-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,nitrosystems-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,perfumesurano-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,isabeldealba-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,capdepot-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,capdepot-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,fedra-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,freda-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,perfumerialepetit-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,spacefemmesoacha-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,colchonesking-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lamparasfokuss-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lamparasfokuss-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lovelygirls-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,mystika-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/13/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,mystika-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,panalerasalena-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,vintageboutiqueinfantil-online,$0,"$20,000,001.00",4.50%,2.25%,2.25%,01/13/2023,Yes,0,,No,4.50%,2.25%,,,,,,,,,,,,,,,
,,sacramento-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticavglasses-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,compraloencasa-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,christosmxi-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,zuha-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/13/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,zuha-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lapinou-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lapinou-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,cima-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,optibless-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lafinance-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/13/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,comercializadoraimagenybelleza-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,electrodomesticosarthause-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,newstylescity-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/13/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,newstylescity-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,machoalfacolombia-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,01/13/2023,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,donnaouterwear-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,donnaouterwear-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,beltrainingbikeycoffee-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,beautyshopgm-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,crooma-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/13/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,amazonicabeleza-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,angeevalenciaalisados-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,angeevalenciaalisados-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,leydyduqueestetica-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,optimavisionneiva-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,centrodekeratinasnataylili-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,x100-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticavisualizate-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,almasviajeras-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dulceencanto-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/13/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,dulceencanto-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,auraboutique-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/13/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,opticacentrovision-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,insidetienda-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bahe-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,baroq-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,baroq-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,comercializadoralaoz-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,comercializadoralaoz-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,divat-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,divat-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,eltallerdepestanas-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/13/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,indumentishop-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,insidetienda-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/13/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,juanwhite-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,miproteina-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,onepoint-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ramvel-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ramvel-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,spoilingme-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,tiendakastore-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/13/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,tiendakastore-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/13/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,tiendamultisportsonline-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,vellociao-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,vellociao-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,visionopticaguadalupe-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,yugen-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/13/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,yugen-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,space-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,mueblescasaelegante-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,josueunopuntoseis-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticasprismavisionsas-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,komsportswear-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,maxiaudio-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,electromio-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lowmakeup-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/13/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,gluwins-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/17/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,gluwins-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/17/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,saludexpress-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/17/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,limonaccesorios-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/17/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,badassfitwear-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/18/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,ceretenutrition-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,drescalante-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/18/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,drescalante-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/18/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,miguelruizarte-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,payna-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/18/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,tiendaangel-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,atlanticshoes-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,colchonessaludables-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/18/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,colchonessaludables-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,estuhogar-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,magicessentialbeauty-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/18/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,manduclothes-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,millennialvision-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,alejasaludybelleza-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,apattio-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,gorah-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,gorah-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,keeponsports-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,magcetennis-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,01/18/2023,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,mahaymorena-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,multimarcasstile-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,optivisionzipaquira-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/18/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,skatemelgar-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,trida-ecommerce,$0,"$20,000,001.00",0.00%,2.50%,2.50%,01/18/2023,Yes,0,,No,0.00%,2.50%,,,,,,,,,,,,,,,
,,trida-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,01/18/2023,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,velcla-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ventunoshoes-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/18/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,ventunoshoes-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/18/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,xendrastore-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticasjg-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/18/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,airmotos-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,byveranee-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,byveranee-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,casahongkong-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,casahongkong-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,elenayantoniakids-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,elenayantoniakids-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,01/19/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,glouuprincess-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,intarget-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/19/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
